Periodo,Categoria,Comuna,Propuesta,Votos,lat,lng,color
2018,Seguridad,Comuna 2,camaras de Seguridad,203,-34.5901,-58.3899,#E06658
2018,Seguridad,Comuna 2,Seguridad,193,-34.591,-58.3949,#E06658
2018,Plazas y parques,Comuna 2,ve#E06658as y espacios verdes,106,-34.5939,-58.3932,#85E45D
2018,Seguridad,Comuna 2,Seguridad,215,-34.5895,-58.3967,#E06658
2018,Seguridad,Comuna 2,Camaras de Seguridad  barrio de Recoleta,251,-34.5999,-58.3972,#E06658
2018,Movilidad y transito,Comuna 2,ve#E06658as y caniles,109,-34.5974,-58.3918,#86A0DB
2018,Seguridad,Comuna 2,Mayor Seguridad Barrio de Recoleta,259,-34.5903,-58.3918,#E06658
2018,Movilidad y transito,Comuna 2,mas luminaria para la universidad de derechos UBA en recoleta,241,-34.5837,-58.3916,#86A0DB
2018,Seguridad,Comuna 2,camaras de Seguridad el trayecto del cementerio a la universidad de derecho de la UBA,212,-34.5849,-58.3919,#E06658
2018,Seguridad,Comuna 2,camaras de Seguridad en recoleta,218,-34.587,-58.3961,#E06658
2018,Seguridad,Comuna 2,Mas Seguridad,219,-34.5928,-58.3987,#E06658
2018,Movilidad y transito,Comuna 2,ve#E06658as calle uriburu entre las heras y melo,113,-34.5894,-58.3948,#86A0DB
2018,Seguridad,Comuna 2,Camaras de Seguridad 24 hrs,306,-34.5958,-58.396,#E06658
2018,Seguridad,Comuna 2,camaras de Seguridad en todo el barrio de recolecta,214,-34.5869,-58.3883,#E06658
2018,Seguridad,Comuna 2,camaras,176,-34.5878,-58.3953,#E06658
2018,Seguridad,Comuna 2,Seguridad,202,-34.595,-58.4007,#E06658
2018,Plazas y parques,Comuna 2,Refuerzo de iluminacion parque de Anchorena y Paraguay,236,-34.5861,-58.3909,#85E45D
2018,Seguridad,Comuna 2,Camaras de Seguridad,197,-34.5928,-58.3949,#E06658
2018,Movilidad y transito,Comuna 2,Mejora de las ve#E06658as de RECOLETA Coronel Diaz y Santa Fe,167,-34.5879,-58.4087,#86A0DB
2018,Movilidad y transito,Comuna 2,Renovacion completa de ve#E06658as en Recoleta Las Heras y Rodriguez Pe??a,113,-34.5926,-58.3909,#86A0DB
2018,Movilidad y transito,Comuna 2,Educacion facultad de derecho,158,-34.5837,-58.3917,#86A0DB
2018,Seguridad,Comuna 2,Camaras de Seguridad hospital Rivadavia,187,-34.5851,-58.4019,#E06658
2018,Mascotas,Comuna 2,Aparato que contenga bolsas de arranque,129,-34.5912,-58.3968,#D6D45C
2018,Ferias y Mercados,Comuna 2,Mercado con productos organicos en la Plaza Vicente Lopez,216,-34.594,-58.3894,#9573D9
2019,Seguridad,Comuna 2,Recoleta segura zona de recoleta para evitar robos y vandalismo,152,-34.5901,-58.3939,#E06658
2019,Cultura,Comuna 2,Zona de lectura en Plaza Mitre,112,-34.5837,-58.3958,#87E2A8
2019,Movilidad y transito,Comuna 2,SE?ALIZACIoN DE PARADAS DE COLECTIVOS EN AVENIDA PUEYR#E06658oN,116,-34.5925,-58.4015,#86A0DB
2017,Cultura,Comuna 3,CIRCUITO CULTURAL,250,-34.6095,-58.3964,#87E2A8
2017,Arte urbano,Comuna 3,Pintar las pa#E06658es de ayacucho y av rivadavia,108,-34.6094,-58.3948,BB45E0
2017,Movilidad y transito,Comuna 3,Senalizacion electronica paradas de colectivos,349,-34.6171,-58.4011,#86A0DB
2017,Plazas y parques,Comuna 3,Iluminacion en plaza miserere (once),387,-34.61,-58.408,#85E45D
2017,Movilidad y transito,Comuna 3,Semaforo en valentin gomez y ecuador,279,-34.6054,-58.4083,#86A0DB
2017,Arte urbano,Comuna 3,Intervencion artistica en las pa#E06658es de balvanera,193,-34.6004,-58.3928,BB45E0
2017,Movilidad y transito,Comuna 3,Semaforo para no videntes en la estacion de once,361,-34.6086,-58.406,#86A0DB
2017,Deportes y calidad de vida,Comuna 3,Clases deportivas voluntarias,282,-34.6181,-58.4041,#9DDBDF
2017,Ferias y Mercados,Comuna 1,Feria de consumo de alimentos en la plaza congreso,120,-34.6098,-58.3909,#9573D9
2017,Educacion,Comuna 3,Juegos seguros para el jardin de infantes del normal 8,314,-34.6239,-58.4071,#DDD7A9
2017,Cultura,Comuna 3,Biblioteca en la plaza,238,-34.6099,-58.4084,#87E2A8
2017,Ferias y Mercados,Comuna 3,Agregar dias ampliacion horarios de las ferias comunitarias,204,-34.6118,-58.3984,#9573D9
2017,Movilidad y transito,Comuna 3,Ciclovia en balvanera,165,-34.6094,-58.4034,#86A0DB
2017,Plazas y parques,Comuna 3,Iluminacion en la plaza de balvanera,324,-34.6171,-58.4032,#85E45D
2017,Movilidad y transito,Comuna 3,Semaforos para ciegos,345,-34.6064,-58.4124,#86A0DB
2017,Reciclado,Comuna 3,Difusion de normas de higiene urbana y uso espacio publico en balvanera,236,-34.6127,-58.4062,#7B9787
2017,Deportes y calidad de vida,Comuna 3,Campa?a voluntaria,318,-34.6151,-58.4071,#9DDBDF
2017,Arte urbano,Comuna 3,Murales en pza martin fierro,176,-34.6259,-58.4078,BB45E0
2017,Plazas y parques,Comuna 3,Mejorar la iluminacion de la plaza martin fierro,278,-34.6259,-58.4081,#85E45D
2017,Ferias y Mercados,Comuna 3,Ferias y mercados,196,-34.6078,-58.4132,#9573D9
2017,Arte urbano,Comuna 3,Murales en todas las persianas de los locales de once,173,-34.607,-58.4061,BB45E0
2017,Reciclado,Comuna 3,Carteles que informen las consecuencias de arrojar la basura en la calle,184,-34.6152,-58.4092,#7B9787
2017,Plazas y parques,Comuna 3,Implementar maquinas de ejercicio plaza primero de mayo,309,-34.6116,-58.398,#85E45D
2017,Educacion,Comuna 3,Colegio n14 juan jose paso,264,-34.6054,-58.4101,#DDD7A9
2017,Ferias y Mercados,Comuna 3,Ferias en balvanera para los vecinos,117,-34.6119,-58.3978,#9573D9
2018,Seguridad,Comuna 2,Recoleta Segura,351,-34.5985,-58.3982,#E06658
2018,Movilidad y transito,Comuna 14,Eco Bici Nueva esquina de libertador y olleros,240,-34.5717,-58.4217,#86A0DB
2018,Movilidad y transito,Comuna 3,Reparacion de ve#E06658a en Jean Jaures al 700,45,-34.6027,-58.4083,#86A0DB
2018,Movilidad y transito,Comuna 3,Reparacion de ve#E06658a en Anchorena y San luis,25,-34.5996,-58.4087,#86A0DB
2018,Ferias y Mercados,Comuna 3,Ampliar panaderias de ferias barriales,172,-34.6153,-58.3982,#9573D9
2018,Seguridad,Comuna 3,mejorar la Seguridad del barrio,241,-34.6095,-58.3933,#E06658
2018,Seguridad,Comuna 3,Seguridad,260,-34.6079,-58.4038,#E06658
2018,Movilidad y transito,Comuna 3,mantenimiento de la calle alberti ,49,-34.6217,-58.4007,#86A0DB
2018,Seguridad,Comuna 3,Seguridad  barrio de Balvanera,184,-34.6088,-58.402,#E06658
2018,Seguridad,Comuna 3,Mas Seguridad,226,-34.6128,-58.4087,#E06658
2018,Mascotas,Comuna 3,Bebedores de agua para las mascotas en la Pza Dr J M Velasco Ibarra,117,-34.6173,-58.4035,#D6D45C
2018,Movilidad y transito,Comuna 3,Reparacion de Ve#E06658a Jean Jaure entre Valentin Gomez y Sarmiento,51,-34.6054,-58.4094,#86A0DB
2018,Seguridad,Comuna 3,Colocar camaras de Seguridad barrio de Balvanera,198,-34.6265,-58.4068,#E06658
2018,Plazas y parques,Comuna 3,Puesta en valor de la Plaza Fumarola,165,-34.6082,-58.4112,#85E45D
2018,Seguridad,Comuna 3,Camara de Seguridad balvanera,171,-34.6101,-58.4033,#E06658
2018,Mascotas,Comuna 3,Estaciones de higiene publica,184,-34.611,-58.3977,#D6D45C
2018,Movilidad y transito,Comuna 3,Ve#E06658as nuevas calles Urquiza entre Moreno y Belgrano,59,-34.6146,-58.4097,#86A0DB
2018,Seguridad,Comuna 3,Mas Seguridad Balvanera,212,-34.6082,-58.4034,#E06658
2018,Movilidad y transito,Comuna 10,Refugios de colectivos en paradas cercanas a colegios en la Comuna 10,375,-34.6318,-58.489,#86A0DB
2018,Movilidad y transito,Comuna 3,Incorporar pases peatonales  en los sectores universitarios,91,-34.6199,-58.4082,#86A0DB
2018,Seguridad,Comuna 3,Camaras de Seguridad Balvanera,173,-34.6112,-58.4017,#E06658
2018,Movilidad y transito,Comuna 3,Senda Peatonal cercania Escuela Sarmiento y Ag??ero,139,-34.6064,-58.4124,#86A0DB
2018,Seguridad,Comuna 3,Camaras de Seguridad,181,-34.6078,-58.4062,#E06658
2018,Seguridad,Comuna 3,mas Seguridad en el barrio balbanera domos,153,-34.6113,-58.4045,#E06658
2018,Seguridad,Comuna 3,Seguridad zona de balvanera,188,-34.6116,-58.4074,#E06658
2018,Seguridad,Comuna 3,Camaras de Seguridad 24 hrs calles del barrio Balvanera,299,-34.6138,-58.4065,#E06658
2018,Seguridad,Comuna 3,Camara de Seguridad,186,-34.6229,-58.4044,#E06658
2018,Seguridad,Comuna 3,Camaras de Seguridad en Balvanera,215,-34.6103,-58.406,#E06658
2018,Movilidad y transito,Comuna 3,Puesta en valor de Sarandi,61,-34.6227,-58.3938,#86A0DB
2019,Movilidad y transito,Comuna 3,Semaforo Petaonal,125,-34.61,-58.4018,#86A0DB
2019,Movilidad y transito,Comuna 3,Semaforo Belgrano y Pichincha ,132,-34.6143,-58.3988,#86A0DB
2019,Innovacion,Comuna 3,limpieza ,149,-34.6189,-58.4022,#DAB6CB
2019,Seguridad,Comuna 3,comuna 3 segura,176,-34.6102,-58.406,#E06658
2019,Seguridad,Comuna 3,camaras de Seguridad en balvanera,174,-34.6092,-58.4034,#E06658
2017,Movilidad y transito,Comuna 4,Se?alizacion electronica paradas de colectivos,348,-34.6535,-58.4019,#86A0DB
2017,Plazas y parques,Comuna 4,Arreglar la plaza frente al hospital casa cuna,229,-34.649,-58.3873,#85E45D
2017,Reciclado,Comuna 4,Contenedores reciclables en barracas,234,-34.6443,-58.3881,#7B9787
2017,Movilidad y transito,Comuna 4,Estacionamien to publico para bicis,187,-34.6455,-58.3959,#86A0DB
2017,Innovacion,Comuna 4,Torres de wi  fi en las plazas de pompeya,178,-34.652,-58.416,#DAB6CB
2017,Plazas y parques,Comuna 4,Renovacion de la plaza guillermo y alf#E06658o barbieri  tango y humor,363,-34.6397,-58.3992,#85E45D
2017,Deportes y calidad de vida,Comuna 4,Actividades en los parques para la tercera edad,287,-34.6452,-58.4096,#9DDBDF
2017,Movilidad y transito,Comuna 4,Semaforo en esteban de luca y brasil parque patricios,245,-34.6326,-58.4031,#86A0DB
2017,Plazas y parques,Comuna 4,Bebedero parque,211,-34.6498,-58.3745,#85E45D
2017,Deportes y calidad de vida,Comuna 4,Campa?a voluntaria,217,-34.6475,-58.4009,#9DDBDF
2017,Educacion,Comuna 4,Normal 5 barracas,295,-34.6432,-58.3874,#DDD7A9
2017,Plazas y parques,Comuna 4,Parque seguro,240,-34.6388,-58.4066,#85E45D
2017,Plazas y parques,Comuna 4,Barracas iluminada,284,-34.6441,-58.3767,#85E45D
2017,Deportes y calidad de vida,Comuna 4,Yoga en los barrios,254,-34.6478,-58.3979,#9DDBDF
2017,Ferias y Mercados,Comuna 4,Ba_ solo organic,223,-34.6448,-58.4013,#9573D9
2017,Deportes y calidad de vida,Comuna 4,Clases deportivas voluntarias,197,-34.6445,-58.3949,#9DDBDF
2018,Movilidad y transito,Comuna 4,ESTACION ECOBICI AVENIDA MONTES DE OCA AL 1200,239,-34.6419,-58.374,#86A0DB
2018,Innovacion,Comuna 4,#E06658 Wi Fi Parque de los Patricios,234,-34.6388,-58.4068,#DAB6CB
2018,Seguridad,Comuna 4,Seguridad,370,-34.6431,-58.3883,#E06658
2018,Seguridad,Comuna 4,Mas camaras de Seguridad en el barrio de Parque Patricios,379,-34.6396,-58.4053,#E06658
2018,Seguridad,Comuna 4,camaras de Seguridad,320,-34.6462,-58.3877,#E06658
2018,Seguridad,Comuna 4,Camaras de Seguridad,334,-34.6357,-58.4041,#E06658
2018,Movilidad y transito,Comuna 4,Ve#E06658as Nueva Pompeya,110,-34.6533,-58.4154,#86A0DB
2018,Seguridad,Comuna 4,INSTALAR CaMARAS DE Seguridad en toda la comuna,480,-34.6367,-58.3986,#E06658
2018,Movilidad y transito,Comuna 4,Ve#E06658as  Calle General Urquiza 1800,90,-34.6322,-58.4081,#86A0DB
2018,Movilidad y transito,Comuna 4,Rampa para reemplazar escalera  bajada de cordon y senda peatonal Ministro Brin al 500 esquina 20 de Setiembre,123,-34.6317,-58.3575,#86A0DB
2018,Mascotas,Comuna 4,CANILES PARA LAS PLAZAS DE BARRACAS,119,-34.6489,-58.3897,#D6D45C
2018,Seguridad,Comuna 4,Camara de Seguridad almafuerte y saenz,311,-34.6479,-58.4162,#E06658
2018,Plazas y parques,Comuna 4,Wifi en la plaza Malvinas,133,-34.6271,-58.3606,#85E45D
2018,Seguridad,Comuna 4,Seguridad barracas BRANDSEN,374,-34.6375,-58.3697,#E06658
2018,Movilidad y transito,Comuna 4,Arreglo de ve#E06658as barrio la boca  calle necochea y aristobulo del valle,141,-34.6325,-58.359,#86A0DB
2018,Seguridad,Comuna 4,Camaras de Seguridad La boca Necochea del rio a hospital argerich y las calles q cortan necochea,383,-34.6279,-58.3649,#E06658
2018,Movilidad y transito,Comuna 4,arreglo de verdedas rondo y la rioja,127,-34.636,-58.4058,#86A0DB
2018,Plazas y parques,Comuna 4,Construccion de canil,85,-34.6337,-58.3851,#85E45D
2018,Movilidad y transito,Comuna 4,Reparar Ve#E06658as calle Dean Funes al 2000,69,-34.6344,-58.4043,#86A0DB
2018,Movilidad y transito,Comuna 4,Alisar piso en el patio de folclore Monteagudo y Caseros,68,-34.6368,-58.4056,#86A0DB
2018,Movilidad y transito,Comuna 4,Reparen las ve#E06658as de Avenida Saenz al 300,69,-34.6452,-58.4162,#86A0DB
2018,Movilidad y transito,Comuna 4,Senda peatonal lisa para cruzar calles con empedrado,189,-34.64,-58.4001,#86A0DB
2018,Movilidad y transito,Comuna 4,Luneta en calle contramano,72,-34.6567,-58.4147,#86A0DB
2018,Movilidad y transito,Comuna 4,Mejorar la seguridad vial en Iriarte e Iguazu,146,-34.6506,-58.4046,#86A0DB
2018,Seguridad,Comuna 4,Aumento de Seguridad,345,-34.6282,-58.3638,#E06658
2018,Movilidad y transito,Comuna 4,Arreglo de ve#E06658as en Parque patricio,123,-34.6387,-58.4088,#86A0DB
2018,Seguridad,Comuna 4,Iluminacion  Camaras de Seguridad barracas,513,-34.647,-58.3885,#E06658
2018,Movilidad y transito,Comuna 4,Arreglo de calles y ve#E06658as calle de osvaldo cruz,85,-34.6558,-58.3887,#86A0DB
2018,Innovacion,Comuna 4,Punto WIFI Plaza Solis,116,-34.6345,-58.3552,#DAB6CB
2018,Plazas y parques,Comuna 4,Canil y mejoramiento espacio verde frente al H Garrahan,246,-34.6309,-58.392,#85E45D
2019,Movilidad y transito,Comuna 4,Semaforo Av Caseros y Urquiza,104,-34.6374,-58.4076,#86A0DB
2019,Plazas y parques,Comuna 4,Canchita Parque Patricios,117,-34.6391,-58.4072,#85E45D
2019,Seguridad,Comuna 4,Seguridad PARQUE PATRICIOS,135,-34.6376,-58.4058,#E06658
2019,Movilidad y transito,Comuna 4,Poner asientos en paradas de colectivos del hospital Argerich,102,-34.6279,-58.3657,#86A0DB
2019,Mascotas,Comuna 4,Parque para mascotas  Hptl Churruca atras,122,-34.6409,-58.4105,#D6D45C
2019,Seguridad,Comuna 4,Seguridad,196,-34.6443,-58.3883,#E06658
2017,Arte urbano,Comuna 5,Mejorar el espacio bajo la autopista 25 de mayo,383,-34.6283,-58.4215,BB45E0
2017,Arte urbano,Comuna 5,arte urbano,134,-34.619,-58.4168,BB45E0
2017,Movilidad y transito,Comuna 5,Se?alizacion electronica paradas de colectivos,466,-34.621,-58.4183,#86A0DB
2017,Deportes y calidad de vida,Comuna 5,Clases deportivas voluntarias,302,-34.6181,-58.4207,#9DDBDF
2017,Deportes y calidad de vida,Comuna 5,Clases de yoga para plaza boedo,288,-34.6224,-58.4127,#9DDBDF
2017,Arte urbano,Comuna 5,Murales para el arte urbano,158,-34.621,-58.4236,BB45E0
2017,Movilidad y transito,Comuna 5,Nuevos puntos y bicis en ecobici,245,-34.61867,-58.41889,#86A0DB
2017,Arte urbano,Comuna 5,Arte en pa#E06658es de almagro,225,-34.6087,-58.4224,BB45E0
2017,Ferias y Mercados,Comuna 5,Feria itinerante en calle constitucion entre 33 orientales y quintino bocayuva,174,-34.6288,-58.4216,#9573D9
2017,Plazas y parques,Comuna 5,Plaza con maquinas para ejercitar,172,-34.6217,-58.4251,#85E45D
2017,Movilidad y transito,Comuna 5,Campa?a uso y manejo sobre bicisendas (comuna 5),189,-34.62043529,-58.41889412,#86A0DB
2017,Educacion,Comuna 5,Renovar juegos del jardin,316,-34.6062,-58.419,#DDD7A9
2017,Plazas y parques,Comuna 5,Arboles en la plaza de almagro,293,-34.6061,-58.4189,#85E45D
2017,Arte urbano,Comuna 5,Mural av sanchez de bustamante y diaz velez,168,-34.6082,-58.4146,BB45E0
2017,Plazas y parques,Comuna 5,Maquinas para hacer ejercicios en plaza almagro,190,-34.6054,-58.4184,#85E45D
2017,Plazas y parques,Comuna 5,Agregar arboles en la plaza mariano boedo,297,-34.6225,-58.413,#85E45D
2017,Cultura,Comuna 5,Biblioteca vecina,221,-34.6063,-58.4191,#87E2A8
2017,Ferias y Mercados,Comuna 5,Ferias en la zona de almagro,285,-34.6087,-58.4235,#9573D9
2017,Innovacion,Comuna 5,Wifi para plaza almagro,336,-34.6062,-58.419,#DAB6CB
2017,Movilidad y transito,Comuna 5,Semaforo,486,-34.6222,-58.4191,#86A0DB
2017,Innovacion,Comuna 5,Wifi en plaza amaya,163,-34.6279,-58.4171,#DAB6CB
2017,Movilidad y transito,Comuna 5,Estacionamien to publico para bicis,278,-34.61749412,-58.42007059,#86A0DB
2017,Cultura,Comuna 5,Proyecto concientizador artistico fakto studio,56,-34.6159,-58.4216,#87E2A8
2018,Movilidad y transito,Comuna 5,Reparacion de ve#E06658a en Mitre y Bulnes,97,-34.611,-58.4185,#86A0DB
2018,Ferias y Mercados,Comuna 5,Puesta en valor   Centro comercial de Almagro Av Rivadavia y sus intersecciones,184,-34.6086,-58.4215,#9573D9
2018,Deportes y calidad de vida,Comuna 5,Actividades para adultos mayores y para jovenes,430,-34.6215,-58.4232,#9DDBDF
2018,Seguridad,Comuna 5,Mas camaras de Seguridad en el barrio de Boedo,450,-34.6306,-58.4192,#E06658
2018,Movilidad y transito,Comuna 5,Bicisendas don bosco 3600,225,-34.6123,-58.4168,#86A0DB
2018,Movilidad y transito,Comuna 5,Recambio o mejoras de las ve#E06658as,109,-34.6159,-58.4227,#86A0DB
2018,Seguridad,Comuna 5,Pedido de Camara Muniz Entre Cochabamba y San Juan,315,-34.6279,-58.4254,#E06658
2018,Movilidad y transito,Comuna 5,Semaforo Agrelo y Colombres,349,-34.6187,-58.4182,#86A0DB
2018,Movilidad y transito,Comuna 5,iluminacion seguridad y recontruccion de ve#E06658as calle colombres y don bosco,158,-34.6129,-58.4191,#86A0DB
2018,Movilidad y transito,Comuna 5,Sendas peatonales Alfano y Neuquen,146,-34.607,-58.4169,#86A0DB
2018,Movilidad y transito,Comuna 5,Seguridad colocacion semaforo reja protectora en Esc 16 DE 8 DrRamos Mejia,331,-34.6138,-58.4247,#86A0DB
2018,Seguridad,Comuna 5,CAMARAS DE Seguridad AV RIVADAVIA,375,-34.6114,-58.4205,#E06658
2019,Movilidad y transito,Comuna 5,Biblioteca publica plaza boedo,120,-34.6225,-58.4128,#86A0DB
2019,Reciclado,Comuna 5,Campa?a de Concientizacion,110,-34.6099,-58.4198,#7B9787
2019,Seguridad,Comuna 5,Seguridad barrio de Almagro,125,-34.6123,-58.4224,#E06658
2019,Seguridad,Comuna 5,Camaras de Seguridad Boedo y Carlos Calvo,169,-34.624,-58.4162,#E06658
2019,Educacion,Comuna 5,Huertas en colegios,114,-34.6237,-58.4205,#DDD7A9
2019,Movilidad y transito,Comuna 5,Semaforo peatonal,102,-34.6158,-58.42,#86A0DB
2017,Plazas y parques,Comuna 6,Nuevo parque y espacio verde en caballito al lado del club ferrocarril oeste,519,-34.62,-58.449,#85E45D
2017,Movilidad y transito,Comuna 6,Se?alizacion electronica paradas de colectivos,530,-34.6195,-58.442,#86A0DB
2017,Deportes y calidad de vida,Comuna 6,Clases deportivas voluntarias,395,-34.6185,-58.445,#9DDBDF
2017,Movilidad y transito,Comuna 6,Semaforo en pedro goyena y thompson,513,-34.6264,-58.4392,#86A0DB
