Periodo,Categoria,Comuna,Propuesta,Votos,lat,lng,color
2017,Plazas y parques,Comuna 6,Juegos para ni?os con discapacidad,479,-34.6146,-58.4584,#85E45D
2018,Movilidad y transito,Comuna 6,Camara multas en Av Rivadavia y Puan,189,-34.6238,-58.4489,#86A0DB
2018,Plazas y parques,Comuna 6,Colocar bebederos en el parque Centenario,327,-34.6076,-58.4346,#85E45D
2018,Movilidad y transito,Comuna 6,Mas estaciones de Eco Bici en Caballito,241,-34.6194,-58.4419,#86A0DB
2018,Movilidad y transito,Comuna 6,Rampas inclusivas primera junta hasta eva peron,144,-34.621,-58.441,#86A0DB
2018,Seguridad,Comuna 6,Seguridad barrios de caballito,679,-34.6292,-58.4396,#E06658
2018,Movilidad y transito,Comuna 6,Movilidad y Transito,231,-34.615,-58.4466,#86A0DB
2018,Deportes y calidad de vida,Comuna 6,Plazas y parques,281,-34.6083,-58.4369,#9DDBDF
2018,Movilidad y transito,Comuna 6,Puesta en Valor de av rivadavia y Rosario,166,-34.621,-58.441,#86A0DB
2018,Movilidad y transito,Comuna 6,Innovacion,168,-34.6166,-58.4322,#86A0DB
2018,Plazas y parques,Comuna 6,Iluminacion solar en parque centenario,397,-34.6053,-58.4362,#85E45D
2018,Movilidad y transito,Comuna 6,Extender #E06658 de estaciones Ecobici en Caballito Av Directorio Av Curapaligue,258,-34.6306,-58.4516,#86A0DB
2018,Movilidad y transito,Comuna 6,Semaforo con giro libre al puente de Ferro + arreglar cuneta,348,-34.6207,-58.4497,#86A0DB
2018,Cultura,Comuna 6,Construir una parada para el Tramway Historico de Buenos Aires,415,-34.6281,-58.4432,#87E2A8
2018,Deportes y calidad de vida,Comuna 6,Extender el horario de actividades de gimnasia en el Parque Centenario,212,-34.6054,-58.4344,#9DDBDF
2018,Seguridad,Comuna 6,Camaras de Seguridad Acoyte y Rivadavia,613,-34.6183,-58.4364,#E06658
2018,Movilidad y transito,Comuna 6,Senda peatonal de cruce Leopoldo Marechal esquina Franklin,214,-34.6078,-58.4378,#86A0DB
2018,Movilidad y transito,Comuna 6,Estacion de Ecobici en Plaza Irlanda,198,-34.6152,-58.4567,#86A0DB
2018,Movilidad y transito,Comuna 6,resolver los problemas de las calles calle guayaquil y riglo,258,-34.6211,-58.4369,#86A0DB
2018,Seguridad,Comuna 6,Camaras de Seguridad 24 hrs,246,-34.6126,-58.4341,#E06658
2018,Plazas y parques,Comuna 6,canillas en plazas plaza de Colpayo y Felipe Valleze,145,-34.6123,-58.4433,#85E45D
2018,Movilidad y transito,Comuna 6,Estaciones de ecobici en Plaza Irlanda y en Plaza 24 de Septiembre,200,-34.6068,-58.4483,#86A0DB
2018,Movilidad y transito,Comuna 6,puesta en valor esq acoyte y rivadavia,190,-34.6183,-58.4363,#86A0DB
2018,Seguridad,Comuna 6,camara de Seguridad av acoyte y yerbal,438,-34.6172,-58.4371,#E06658
2018,Seguridad,Comuna 6,Mayor vigilancia,584,-34.6115,-58.4353,#E06658
2018,Movilidad y transito,Comuna 6,Reparacion de Ve#E06658as Calle Av Rivadavia a la altura 5400 entre Cachimayo y Del Barco Centenera,111,-34.6161,-58.4312,#86A0DB
2018,Seguridad,Comuna 3,Camaras de Seguridad en el barrio de Balvanera,207,-34.6086,-58.3993,#E06658
2019,Seguridad,Comuna 6,Seguridad en Caballito,227,-34.6194,-58.4419,#E06658
2019,Movilidad y transito,Comuna 6,Instalacion de semaforos Hidalgo y Yerbal en barrio de Caballito,127,-34.6177,-58.4383,#86A0DB
2019,Deportes y calidad de vida,Comuna 6,Cor#E06658or Aerobico Parque Centenario,275,-34.6057,-58.4353,#9DDBDF
2017,Innovacion,Comuna 7,Area de wifi en plaza de los periodistas,143,-34.6211,-58.4726,#DAB6CB
2017,Movilidad y transito,Comuna 7,Se?alizacion electronica paradas de colectivos,445,-34.6411,-58.4477,#86A0DB
2017,Reciclado,Comuna 7,Limpieza de los contenedores,334,-34.6361,-58.4447,#7B9787
2017,Arte urbano,Comuna 7,Mural urbano en parque chacabuco,112,-34.6349,-58.4422,BB45E0
2017,Plazas y parques,Comuna 7,Plantacion de arboles sobre avenidas del barrio de flores,294,-34.6341,-58.4627,#85E45D
2017,Movilidad y transito,Comuna 7,Nuevos puntos y bicis en ecobici,283,-34.6411,-58.4427,#86A0DB
2017,Deportes y calidad de vida,Comuna 7,Polideportivo p chacabuco,323,-34.6359,-58.445,#9DDBDF
2017,Ferias y Mercados,Comuna 7,Ferias de barriales,180,-34.6381,-58.4467,#9573D9
2017,Plazas y parques,Comuna 7,Cestos de basura en pza echeandia (3100),142,-34.6451,-58.462,#85E45D
2017,Ferias y Mercados,Comuna 7,Ferias organicas,201,-34.6455,-58.4525,#9573D9
2017,Deportes y calidad de vida,Comuna 7,Campa?a voluntaria,209,-34.6431,-58.4517,#9DDBDF
2017,Plazas y parques,Comuna 7,Sector descanso y esparcimiento adultos mayores,246,-34.6344,-58.4425,#85E45D
2017,Plazas y parques,Comuna 7,Colocar arboles en gaona y bufano,150,-34.6173,-58.468,#85E45D
2017,Educacion,Comuna 7,Falta de pintura colegio,261,-34.6326,-58.4568,#DDD7A9
2017,Plazas y parques,Comuna 7,Luminaria led en el parque chacabuco,300,-34.6354,-58.4446,#85E45D
2017,Movilidad y transito,Comuna 7,Estacionamien to publico para bicis,201,-34.6401,-58.4437,#86A0DB
2017,Deportes y calidad de vida,Comuna 7,Restauracion de los clubes de barrio,355,-34.6321,-58.4461,#9DDBDF
2017,Deportes y calidad de vida,Comuna 7,Ampliar la oferta de yoga y streching gratuita en el barrio de parque chacabuco,192,-34.6387,-58.4389,#9DDBDF
2017,Innovacion,Comuna 7,Wi fi en plaza misericordia,201,-34.6331,-58.4559,#DAB6CB
2017,Deportes y calidad de vida,Comuna 7,Clases deportivas voluntarias,223,-34.6431,-58.4487,#9DDBDF
2017,Deportes y calidad de vida,Comuna 7,Yoga en plazas,245,-34.6435,-58.4423,#9DDBDF
2018,Movilidad y transito,Comuna 7,Estacion de ECOBICI en Parque Chacabuco,364,-34.6343,-58.4427,#86A0DB
2018,Seguridad,Comuna 7,Camaras de Seguridad en Flores,502,-34.6288,-58.4675,#E06658
2018,Seguridad,Comuna 7,camaras de Seguridad bajo flores,423,-34.6433,-58.4564,#E06658
2018,Movilidad y transito,Comuna 7,Semaforo con sensor para no videntes avenida rivadavia y camacua,426,-34.6276,-58.4588,#86A0DB
2018,Cultura,Comuna 7,Cursos de artesania para chicos discapacitados plaza flores,293,-34.6282,-58.4634,#87E2A8
2018,Cultura,Comuna 7,Promocion parque chacabuco arrio de flores norte,259,-34.6331,-58.4431,#87E2A8
2018,Seguridad,Comuna 7,camaras de Seguridad donato ,399,-34.6212,-58.4561,#E06658
2018,Plazas y parques,Comuna 7,Maquinas de ejercicio en plaza angel gris alvarez y av Avellaneda,210,-34.6226,-58.4568,#85E45D
2018,Movilidad y transito,Comuna 7,Senda peatonal en acceso a Rotonda Virreyes lado Quirno,205,-34.6382,-58.4681,#86A0DB
2018,Seguridad,Comuna 7,CAMARAS DE Seguridad CALLES SARAZA Y EMILIO MITRE,296,-34.6392,-58.4374,#E06658
2018,Seguridad,Comuna 7,Camaras de Seguridad en y al#E06658edores del parque chacabuco,488,-34.6368,-58.4458,#E06658
2018,Plazas y parques,Comuna 7,restauracion de la plaza perito moreno y varela,137,-34.6387,-58.4595,#85E45D
2018,Plazas y parques,Comuna 7,Bebedores de agua en la Pza de la Misericordia,200,-34.6324,-58.4558,#85E45D
2018,Plazas y parques,Comuna 7,Reparacion de la entrada de la Plaza Misericordia,116,-34.6323,-58.4566,#85E45D
2018,Plazas y parques,Comuna 7,Arboles nuevos calle Gregorio de la Ferrere 2740,216,-34.6378,-58.461,#85E45D
2018,Mascotas,Comuna 7,Caniles: Modificacion del piso y agregar juegos para perros,215,-34.6351,-58.442,#D6D45C
2018,Deportes y calidad de vida,Comuna 7,Ampliacion de actividades deportivas en el Parque Chacabuco,347,-34.6342,-58.4451,#9DDBDF
2018,Innovacion,Comuna 7,Renovar parada de colectivo Nasca y Gaona,197,-34.6205,-58.4742,#DAB6CB
2018,Plazas y parques,Comuna 7,Mejoramiento de la plaza misericordia,191,-34.633,-58.4558,#85E45D
2018,Plazas y parques,Comuna 7,Mejoramiento de la plaza misericordia,156,-34.6329,-58.4552,#85E45D
2018,Seguridad,Comuna 7,Camaras de Seguridad en el metrobus de Flores  Parque Chacabuco,517,-34.6317,-58.4424,#E06658
2018,Seguridad,Comuna 7,Camaras de Seguridad en plaza flores,529,-34.6284,-58.4643,#E06658
2018,Movilidad y transito,Comuna 7,Estacion EcoBici Flores Parque Chacabuco,356,-34.6346,-58.447,#86A0DB
2018,Plazas y parques,Comuna 7,Puestos de hidratacion  plazas de la zona de Flores,299,-34.6303,-58.4381,#85E45D
2018,Deportes y calidad de vida,Comuna 7,Maquinas para hacer ejercicio en Lautaro Plaza ubicada en Lautaro,108,-34.6323,-58.4554,#9DDBDF
2018,Innovacion,Comuna 7,Torre de WiFi en Parque Chacabuco,264,-34.6349,-58.4399,#DAB6CB
2018,Plazas y parques,Comuna 7,Cestos Plaza Angel Cris,185,-34.6218,-58.4566,#85E45D
2018,Cultura,Comuna 7,Anfiteatro Medalla Milagrosa,267,-34.635,-58.4468,#87E2A8
2018,Deportes y calidad de vida,Comuna 7,actividades saludables,377,-34.637,-58.4548,#9DDBDF
2018,Seguridad,Comuna 7,Camaras de Seguridad Parque Chacabuco,410,-34.6338,-58.4448,#E06658
2018,Ferias y Mercados,Comuna 7,Feria en flores sur Bulebar en la avenida carabobo,201,-34.6355,-58.4525,#9573D9
2018,Deportes y calidad de vida,Comuna 7,Posta aerobica,140,-34.6366,-58.4457,#9DDBDF
2018,Seguridad,Comuna 7,Seguridad EN FLORES EN LAS CALLES DE FLORES EXCLUSIVAMENTE EN CALLES VINIENDO DESDE LA VILLA 1114 Y TAMBIEN EN CALLES DEL HOSPITAL PINIEYRO,535,-34.6239,-58.4696,#E06658
2018,Seguridad,Comuna 7,Seguridad barrio de Flores,571,-34.6318,-58.463,#E06658
2018,Movilidad y transito,Comuna 7,Base en plazas de flores de ECOBICI Avellaneda y Donato Alvarez,291,-34.6212,-58.456,#86A0DB
2018,Plazas y parques,Comuna 7,BOULEVARD CARABOBO Y PASEO CULTURAL GASTRONOMICO,159,-34.6367,-58.4532,#85E45D
2019,Seguridad,Comuna 7,MAS CaMARAS DE Seguridad EN FLORES,168,-34.6285,-58.4612,#E06658
2019,Seguridad,Comuna 7,Camaras de Seguridad en Parque Chacabuco,117,-34.6324,-58.4429,#E06658
2019,Deportes y calidad de vida,Comuna 7,Cor#E06658or Aerobico Parque Chacabuco,232,-34.6345,-58.4427,#9DDBDF
2019,Movilidad y transito,Comuna 7,Estacion Medalla Milagrosa,119,-34.6364,-58.4502,#86A0DB
2019,Educacion,Comuna 7,Puestas en valor en las escuelas,100,-34.6352,-58.4536,#DDD7A9
2017,Plazas y parques,Comuna 8,Hacer pista de atletismo en la rotonda de escalada y casta?ares,268,-34.6645,-58.4693,#85E45D
2017,Arte urbano,Comuna 8,Mural de arte urbano en villa lugano,82,-34.6705,-58.4809,BB45E0
2017,Movilidad y transito,Comuna 8,Se?alizacion electronica paradas de colectivos,215,-34.6802,-58.4651,#86A0DB
2017,Educacion,Comuna 8,Barandales colegio Canto a la Vida,126,-34.6688,-58.4829,#DDD7A9
2017,Ferias y Mercados,Comuna 8,Alimentos libres de gluten,126,-34.6889,-58.4747,#9573D9
2017,Movilidad y transito,Comuna 8,Se?alizacion correspondien te a escuelas en villa soldati,178,-34.6644,-58.4423,#86A0DB
2017,Movilidad y transito,Comuna 8,Ampliacion cruce av escalada y dellepiane,283,-34.6624,-58.4731,#86A0DB
2017,Plazas y parques,Comuna 8,Aparatos para ejercicios para la tercera edad,251,-34.6609,-58.4474,#85E45D
2017,Innovacion,Comuna 8,Torre de wifi en la plaza de vila lugano,190,-34.674,-58.4787,#DAB6CB
2017,Deportes y calidad de vida,Comuna 8,Actividades en plazas y parques,327,-34.6761,-58.4418,#9DDBDF
2017,Deportes y calidad de vida,Comuna 8,Restauracion del club sportivo samore,239,-34.665,-58.4727,#9DDBDF
2017,Movilidad y transito,Comuna 8,Solicitud de semaforos en villa lugano,320,-34.6734,-58.4805,#86A0DB
2017,Deportes y calidad de vida,Comuna 8,Clases deportivas voluntarias,197,-34.6555,-58.4646,#9DDBDF
2017,Deportes y calidad de vida,Comuna 8,Campa?a voluntaria,185,-34.6782,-58.4601,#9DDBDF
2017,Arte urbano,Comuna 8,Mural infantil,66,-34.6904,-58.4637,BB45E0
2018,Innovacion,Comuna 8,Torre de wifi en la plaza mariano acosta,83,-34.6609,-58.4475,#DAB6CB
2018,Arte urbano,Comuna 8,pintemos Lugano Lugano 1 y 2,221,-34.6759,-58.4814,BB45E0
2018,Mascotas,Comuna 8,canil en plaza Sudamerica,74,-34.6882,-58.4753,#D6D45C
2018,Movilidad y transito,Comuna 8,Arreglo de ve#E06658a calle corrales,41,-34.6566,-58.4325,#86A0DB
2018,Seguridad,Comuna 8,Seguridad e iluminacion villa lugano,271,-34.6755,-58.4757,#E06658
2018,Seguridad,Comuna 8,Camara de Seguridad barrio de Villa Riachuelo,170,-34.6912,-58.4705,#E06658
2018,Seguridad,Comuna 8,Mas camaras de Seguridad en el barrio de Villa Riachuelo,171,-34.6904,-58.4653,#E06658
2018,Mascotas,Comuna 8,Caniles en Villa Lugano plazas y parques del barrio de Villa Lugano,117,-34.674,-58.4788,#D6D45C
2018,Seguridad,Comuna 8,Seguridad,207,-34.6737,-58.4757,#E06658
2018,Movilidad y transito,Comuna 8,MEJORAR ILUMINACIoN  LARRAZABAL DESDE Av DELLEPIANE,184,-34.6723,-58.4776,#86A0DB
2018,Ferias y Mercados,Comuna 8,Feria Sudamerica plaza de Avenida cruz y piedrabuena,122,-34.6876,-58.4753,#9573D9
2018,Ferias y Mercados,Comuna 8,FERIAS DE LA CIUDAD EN PLAZA SKANDERBERG( ex de los Milagros),95,-34.668,-58.4816,#9573D9
2018,Seguridad,Comuna 8,Camaras de Seguridad,204,-34.6778,-58.4704,#E06658
2018,Seguridad,Comuna 8,camaras de Seguridad calle murguiondo al 4700,174,-34.6617,-58.4955,#E06658
2018,Seguridad,Comuna 8,canaras de Seguridad Seguridad para lugano 1 y 2,187,-34.6771,-58.4773,#E06658
2018,Seguridad,Comuna 8,SI NOS VEN NOS CUIDAN,241,-34.6762,-58.4668,#E06658
2018,Plazas y parques,Comuna 8,Plazas y luminarias Barrio Copello,188,-34.6673,-58.4759,#85E45D
2018,Movilidad y transito,Comuna 8,Sendas Peatonles Facultad de Tecnologia,177,-34.6786,-58.4642,#86A0DB
2018,Seguridad,Comuna 8,Camara espacios verdes de Lugano,198,-34.677,-58.4761,#E06658
2018,Seguridad,Comuna 8,Camara en Parque Indoamericano,182,-34.6636,-58.4635,#E06658
2018,Cultura,Comuna 8,Toma 1 libro deja 1 libro Villa Soldati y Villa Lugano,146,-34.6667,-58.444,#87E2A8
2018,Movilidad y transito,Comuna 9,Ve#E06658a rota Corrales entre Saladillo y General Paz,25,-34.6685,-58.5072,#86A0DB
2018,Innovacion,Comuna 8,wifi gratis estacion de lugano,111,-34.6772,-58.4769,#DAB6CB
2018,Seguridad,Comuna 8,Seguridad en Villa Lugano,301,-34.6742,-58.4795,#E06658
2018,Seguridad,Comuna 8,mayor Seguridad en la comuna 8,264,-34.6815,-58.4771,#E06658
2018,Seguridad,Comuna 8,Camaras de Seguridad Villa Soldati,182,-34.6637,-58.4413,#E06658
2018,Innovacion,Comuna 8,torre Wi Fi Wi Fi de BA en la plaza Sudamerica,100,-34.6886,-58.4749,#DAB6CB
2018,Mascotas,Comuna 8,podrian poner un canil en el Barrio Nagera hay muchos animalitos,89,-34.6667,-58.4703,#D6D45C
2018,Seguridad,Comuna 8,camaras de Seguridad zona de lacarra y av cruz,167,-34.6651,-58.4501,#E06658
2018,Seguridad,Comuna 8,Seguridad En lafuente al 2700,147,-34.6514,-58.4546,#E06658
2019,Seguridad,Comuna 8,Camaras de Seguridad en comuna 8,179,-34.6772,-58.4773,#E06658
2019,Innovacion,Comuna 8,Punto BA WIFI Nicolas Granada plaza,126,-34.674,-58.4786,#DAB6CB
2019,Plazas y parques,Comuna 8,Asfaltar Plaza Nicolas Granada Inclusiva   Villa Lugano,216,-34.6747,-58.4785,#85E45D
2019,Seguridad,Comuna 8,Seguridad en Lugano,217,-34.6737,-58.4757,#E06658
2017,Plazas y parques,Comuna 9,Puesta en valor y mejoras de las entradas al parque nicolas avellaneda,400,-34.6454,-58.48,#85E45D
2017,Plazas y parques,Comuna 9,Circuito aerobico parque avellaneda,1024,-34.648,-58.4747,#85E45D
2017,Innovacion,Comuna 9,Wifi en la plaza olivera,126,-34.6476,-58.4837,#DAB6CB
2017,Educacion,Comuna 9,Pintar la escuela n? 24,257,-34.6462,-58.4904,#DDD7A9
2017,Deportes y calidad de vida,Comuna 9,Mas equipamiento en polideportivo dorrego,118,-34.6673,-58.4964,#9DDBDF
2017,Innovacion,Comuna 9,Torre de wifi en fragata trinidad y acassuso,83,-34.6567,-58.5221,#DAB6CB
2017,Movilidad y transito,Comuna 9,Semaforo en av eva peron y pola,248,-34.662,-58.485,#86A0DB
2017,Movilidad y transito,Comuna 9,Estacionamien to publico para bicis,142,-34.6614,-58.4959,#86A0DB
2017,Deportes y calidad de vida,Comuna 9,Actividades en plazas y parques,287,-34.6575,-58.5203,#9DDBDF
2017,Innovacion,Comuna 9,#E06658es de wifi en plazas y parques,272,-34.6577,-58.5069,#DAB6CB
2018,Plazas y parques,Comuna 9,Iluminacion LED en Parque Avellaneda Lacarra y Directorio,435,-34.6414,-58.4799,#85E45D
2018,Movilidad y transito,Comuna 9,Puesta en valor avenida Lacarra directorio hasta la AV Eva Peron,461,-34.6491,-58.4702,#86A0DB
2018,Seguridad,Comuna 9,camaras de Seguridad barrio de mataderos,307,-34.6573,-58.5026,#E06658
2018,Deportes y calidad de vida,Comuna 9,RESTAURAR PISTA DE ATLETISMO PARQUE AVELLANEDA,817,-34.6454,-58.4768,#9DDBDF
2018,Movilidad y transito,Comuna 9,Semaforo en Av Bilbao Y Pergamino,575,-34.642,-58.4703,#86A0DB
2018,Seguridad,Comuna 9,CAMARAS DE Seguridad,341,-34.6445,-58.5191,#E06658
2018,Seguridad,Comuna 9,Camaras de Seguridad en liniers zona de colectora,293,-34.6391,-58.5197,#E06658
2018,Seguridad,Comuna 9,Seguridad La villa,302,-34.6561,-58.5007,#E06658
2018,Movilidad y transito,Comuna 9,Larraya 2500,102,-34.6619,-58.4886,#86A0DB
2018,Movilidad y transito,Comuna 9,Colocar baldosas en las ve#E06658as en Oliden entre Ramon Falcon y av Rivadavia,131,-34.6405,-58.5171,#86A0DB
2018,Seguridad,Comuna 9,camaras de Seguridad,233,-34.6457,-58.5216,#E06658
2018,Seguridad,Comuna 9,Camaras de Seguridad,378,-34.6481,-58.5131,#E06658
2018,Movilidad y transito,Comuna 9,garitas de colectivo,374,-34.6514,-58.5063,#86A0DB
2018,Movilidad y transito,Comuna 9,Refugio para parada de colectivos De la Madre plaza,316,-34.6497,-58.5158,#86A0DB
2018,Plazas y parques,Comuna 9,Bebederos en el parque avellaneda,452,-34.6456,-58.4774,#85E45D
2018,Seguridad,Comuna 9,camaras de Seguridad araujo hasta olivera,216,-34.6468,-58.4842,#E06658
2018,Seguridad,Comuna 9,Seguridad (Mataderos) RODO y MONTIEL,128,-34.6636,-58.5101,#E06658
2018,Seguridad,Comuna 9,Seguridad (Mataderos) Rodo Jose y Carhue,242,-34.6623,-58.5085,#E06658
2018,Seguridad,Comuna 9,Camaras de Seguridad espacios verdes,439,-34.6614,-58.4985,#E06658
2018,Cultura,Comuna 9,Participacion de la Comuna 9 en la Noche de los Museos,151,-34.6424,-58.4799,#87E2A8
2018,Seguridad,Comuna 9,Mas Seguridad calle Mozart y Bilbao,224,-34.651,-58.4805,#E06658
2018,Seguridad,Comuna 9,Cameras de Seguridad Gregorio de laferrere  Avenida La Salle y Avenida escalada,228,-34.6529,-58.4852,#E06658
2018,Seguridad,Comuna 9,Seguridad para cruzar el puente que cruza la autopista ubicado en la calle monte,308,-34.6548,-58.4804,#E06658
2018,Seguridad,Comuna 9,Camaras de Seguridad en zonas de riesgo en Liniers,339,-34.6427,-58.5203,#E06658
2018,Seguridad,Comuna 9,camaras de Seguridad,208,-34.6476,-58.4734,#E06658
2019,Movilidad y transito,Comuna 9,paradas de colectivos,108,-34.6572,-58.5066,#86A0DB
2019,Seguridad,Comuna 9,camaras de Seguridad mataderos,139,-34.6575,-58.5007,#E06658
2019,Plazas y parques,Comuna 9,Renovacion del Espacio de juegos en Parque Avellaneda,105,-34.6453,-58.4769,#85E45D